title,link,author,rating
"Computer Networks 
উয়েলেস ব্ল্যাক",https://www.rokomari.com/book/54419/computer-networks,উয়েলেস ব্ল্যাক,N/A
"Biomedical Digital Signal Processing 
উইলিস জে. টমকিনস্",https://www.rokomari.com/book/54429/biomedical-digital-signal-processing,উইলিস জে. টমকিনস্,N/A
"Electric Motors
এম. ভি. দেশপানডে ",https://www.rokomari.com/book/54426/electric-motors,এম. ভি. দেশপানডে,N/A
"Callister's Materials Science and Engineering
আর. বালাসুব্রামানিয়াম",https://www.rokomari.com/book/54640/callister-s-materials-science-and-engineering,আর. বালাসুব্রামানিয়াম,N/A
"Control Systems Engineering 
এস পালানি",https://www.rokomari.com/book/54651/control-systems-engineering,এস পালানি,N/A
"Powerplant Technology 
এম. এম. ইল- ওয়াকিল",https://www.rokomari.com/book/54684/powerplant-technology,এম. এম. ইল- ওয়াকিল,N/A
"Probability and Statistics with Reliability Queuing and Computer Science Application - 2nd edition 
কিশোর এস ত্রিভেদী",https://www.rokomari.com/book/54664/probability-and-statistics-with-reliability-queuing-and-computer-science-application,কিশোর এস ত্রিভেদী,N/A
"Engineering Mechanics Staics:Volume-1 
জে. এল. মারিয়াম",https://www.rokomari.com/book/54636/engineering-mechanics-staics-volume-1,জে. এল. মারিয়াম,N/A
"Programming With Java
ডি. এস. মালিক",https://www.rokomari.com/book/54060/programming-with-java,ডি. এস. মালিক,N/A
"Handbook of Networking 
গ্রেভস",https://www.rokomari.com/book/54073/handbook-of-networking,গ্রেভস,N/A
"RFID The Complete Review of Radio Frequency Identification 
ইলেইন কোনি",https://www.rokomari.com/book/54102/rfid-the-complete-review-of-radio-frequency-identification,ইলেইন কোনি,(1)
"Wireless Telecommunications Systems and Networks 
গ্রে জে. মুলেট",https://www.rokomari.com/book/54113/wireless-telecommunications-systems-and-networks,গ্রে জে. মুলেট,N/A
"Visual C Programming
জেম্‌স অ্যালার্ট",https://www.rokomari.com/book/54036/visual-c-programming,জেম্‌স অ্যালার্ট,(1)
"Oracle 10g SQL, with 2CD
কাসটিল",https://www.rokomari.com/book/54051/oracle-10g-sql-with-2cd,কাসটিল,(1)
"A First Book of C Plus Plus from Here to There
গ্রে জে. ব্রোনসন ",https://www.rokomari.com/book/54074/a-first-book-of-c-plus-plus-from-here-to-there,গ্রে জে. ব্রোনসন,N/A
"Java actually a first Course
এ মুঘাল",https://www.rokomari.com/book/54107/java-actually-a-first-course,এ মুঘাল,N/A
"Wireless Communications
ছিয়ামপা",https://www.rokomari.com/book/54103/wireless-communications,ছিয়ামপা,(3)
"Knowledge Management Systems 
স্টুয়ার্ট বার্ণেস",https://www.rokomari.com/book/54224/knowledge-management-systems,স্টুয়ার্ট বার্ণেস,N/A
"Modern database management 
জেফরি এ. হফার",https://www.rokomari.com/book/54289/modern-database-management,জেফরি এ. হফার,N/A
"VB.Net For developers 
ফ্রাংলিন",https://www.rokomari.com/book/54315/vb-net-for-developers,ফ্রাংলিন,N/A
"Internetworking With TCP/IP
ডগলাস ই. কামার ",https://www.rokomari.com/book/54282/internetworking-with-tcp-ip,ডগলাস ই. কামার,N/A
"An Introduction to Optimization 
এডউইন কে. পি. চোং",https://www.rokomari.com/book/54532/an-introduction-to-optimization,এডউইন কে. পি. চোং,N/A
"Elements of Information Theory 
থমাস এম. কভার",https://www.rokomari.com/book/54533/elements-of-information-theory,থমাস এম. কভার,N/A
"Interior Designer's Portable Handbook: First-Step Rules of Thumb for the Design of Interiors
জন প্যাটেন (প্যাট) গাত্রি",https://www.rokomari.com/book/132337/interior-designer-s-portable-handbook-first-step-rules-of-thumb-for-the-design-of-interiors,জন প্যাটেন (প্যাট) গাত্রি,N/A
"Switching Basics And Intermediate Routing CCNA 3 Companion Guide
ওয়েন লুইস",https://www.rokomari.com/book/327754/switching-basics-and-intermediate-routing-ccna-3-companion-guide,ওয়েন লুইস,N/A
"Programming In Java 
সচিন মালহোট্রা",https://www.rokomari.com/book/69589/programming-in-java,সচিন মালহোট্রা,(3)
"Digital Signal Processing: Principles, Algorithms, And Applications
জন জে. প্রোকিস",https://www.rokomari.com/book/103403/digital-signal-processing-principles-algorithms-and-applications,জন জে. প্রোকিস,N/A
"Fluid Mechanics 
ভিক্টর স্ট্রেটার ",https://www.rokomari.com/book/54719/fluid-mechanics,ভিক্টর স্ট্রেটার,N/A
"Multimedia Magic 
এস. গোকুল",https://www.rokomari.com/book/54807/multimedia-magic,এস. গোকুল,N/A
"Classical and Object Oriented Software Engineering
স্টিফেন আর. স্ক্যাচ",https://www.rokomari.com/book/69628/classical-and-object-oriented-software-engineering,স্টিফেন আর. স্ক্যাচ,N/A
"Air Conditioning Principles and Systems 
এডওয়ার্ড জি. পিটা",https://www.rokomari.com/book/69664/air-conditioning-principles-and-systems,এডওয়ার্ড জি. পিটা,N/A
"Signals And Systems 
তরুণ কুমার রাওয়াত",https://www.rokomari.com/book/69862/signals-and-systems,তরুণ কুমার রাওয়াত,N/A
"Programming the 80286, 80386, 80486 
বেরি বি. ব্রি",https://www.rokomari.com/book/69659/programming-the-80286-80386-80486,বেরি বি. ব্রি,N/A
"Fundamentals of Fluid Mechanics 
আলবি ই. মুনসন",https://www.rokomari.com/book/69707/fundamentals-of-fluid-mechanics,আলবি ই. মুনসন,N/A
"Systems analysis and Design Methods 
জেফ্রি এল. হোয়াইটেন ",https://www.rokomari.com/book/69630/systems-analysis-and-design-methods,জেফ্রি এল. হোয়াইটেন,N/A
"Analytical Mechanics 
গ্র্যান্ট আর. ফউলস্‌",https://www.rokomari.com/book/69666/analytical-mechanics,গ্র্যান্ট আর. ফউলস্‌,N/A
"Power Electronics 
মোহন",https://www.rokomari.com/book/69696/power-electronics,মোহন,N/A
"Laboratory Manual of Fluid Mechanics and Machines 
ভি. পি. গুপ্তা",https://www.rokomari.com/book/69728/laboratory-manual-of-fluid-mechanics-and-machines,ভি. পি. গুপ্তা,N/A
"High Voltage Engineering 
এম এস নাইডু ",https://www.rokomari.com/book/69757/high-voltage-engineering,এম এস নাইডু,N/A
"Intermediate Structural Analysis
চু কিয়া ওয়াং",https://www.rokomari.com/book/70732/intermediate-structural-analysis,চু কিয়া ওয়াং,N/A
"Television and Video Engineering 
এ. এম. ঢাকি ",https://www.rokomari.com/book/70769/television-and-video-engineering,এ. এম. ঢাকি,N/A
"Structural Analysis 
থান্ডাবামোর্থি",https://www.rokomari.com/book/70856/structural-analysis,থান্ডাবামোর্থি,N/A
"Managing the Workforce
বিকাশ ভাদুরি",https://www.rokomari.com/book/70748/managing-the-workforce,বিকাশ ভাদুরি,N/A
"Digital Image Processing 
 এস জয়রামন",https://www.rokomari.com/book/70967/digital-image-processing,এস জয়রামন,N/A
"Solar Cells : Materials, Manufacture and Operation 
টম মার্কভার্ট",https://www.rokomari.com/book/70765/solar-cells-materials-manufacture-and-operation,টম মার্কভার্ট,N/A
"Earthquake Engineering for Structural Design
সঞ্জিব মাথুর ",https://www.rokomari.com/book/70792/earthquake-engineering-for-structural-design,সঞ্জিব মাথুর,N/A
"Irrigation Engineering 
এন. এন. বসাক",https://www.rokomari.com/book/70800/irrigation-engineering,এন. এন. বসাক,N/A
"Concrete Technology : Theory and Practice 
এম. এল. গম্ভির ",https://www.rokomari.com/book/70869/concrete-technology-theory-and-practice,এম. এল. গম্ভির,N/A
"The Intel Microprocessors
বেরি বি. ব্রি",https://www.rokomari.com/book/103480/the-intel-microprocessors,বেরি বি. ব্রি,N/A
"Introduction To Automata Theory, Languages, And Computation 
জন ই. হপক্রফট্‌ ",https://www.rokomari.com/book/103492/introduction-to-automata-theory-languages-and-computation,জন ই. হপক্রফট্‌,N/A
"Pulse And Digital Circuits : For Jntuk 
ভ্যানকাটা রাও কে",https://www.rokomari.com/book/103471/pulse-and-digital-circuits-for-jntuk,ভ্যানকাটা রাও কে,N/A
"PROLOG : Programming for Artificial Intelligence 
ইভান বারটকো",https://www.rokomari.com/book/102905/prolog-programming-for-artificial-intelligence,ইভান বারটকো,N/A
"Express Learning - Principles of Compiler Design 
আইটিএল ইডুকেশন সল্যুশনস্ লিমিটেড",https://www.rokomari.com/book/102916/express-learning-principles-of-compiler-design,আইটিএল ইডুকেশন সল্যুশনস্ লিমিটেড,N/A
"Express Learning Automata Theory and Formal Languages 
শামালেন্দু কান্দার ",https://www.rokomari.com/book/102908/express-learning-automata-theory-and-formal-languages,শামালেন্দু কান্দার,N/A
"Generation And Utilization Of Electrical Energy 
এস. সিভানাগারাজু ",https://www.rokomari.com/book/103226/generation-and-utilization-of-electrical-energy,এস. সিভানাগারাজু,N/A
"Fundamentals Of Communication Systems 
জন জে. প্রোকিস",https://www.rokomari.com/book/103243/fundamentals-of-communication-systems,জন জে. প্রোকিস,N/A
"Electronic Devices : Conventional Current Version 
থমাস এল ফ্লয়েড ",https://www.rokomari.com/book/103272/electronic-devices-conventional-current-version,থমাস এল ফ্লয়েড,N/A
"Power System Analysis 
এন ভি রামানা",https://www.rokomari.com/book/103223/power-system-analysis,এন ভি রামানা,N/A
